interaction,factors,coefficient,p_value,r2_change,model_r2,model_adj_r2,aic
社会保持×社会接触×社会联结感×来港时长,"('社会保持', '社会接触', '社会联结感', '来港时长')",-0.24927634031352175,0.6162512719742735,0.0472104403895085,0.7202449466899047,0.6433123070296285,496.57678923107244
文化保持×社会接触×家庭沟通频率×沟通坦诚度,"('文化保持', '社会接触', '家庭沟通频率', '沟通坦诚度')",-0.07138854286092516,0.6201168866355278,0.06924976531189286,0.742284271612289,0.6714124463056685,488.12489132903
家庭支持×沟通坦诚度×社会联结感×开放性,"('家庭支持', '沟通坦诚度', '社会联结感', '开放性')",0.10761594588758665,0.6209079546815675,0.058828601777930256,0.7318631080783264,0.6581254627998663,492.20786193765184
家庭沟通频率×自主权×社会联结感×来港时长,"('家庭沟通频率', '自主权', '社会联结感', '来港时长')",-0.18506147069394596,0.6222564867470944,0.06498078963612897,0.7380152959365252,0.6659695023190696,489.81707535350205
文化接触×家庭支持×家庭沟通频率×社会联结感,"('文化接触', '家庭支持', '家庭沟通频率', '社会联结感')",-0.07272914658469659,0.6231159122515796,0.06377014546821991,0.7368046517686161,0.6644259310049856,490.29194704608335
社会接触×沟通坦诚度×社会联结感×开放性,"('社会接触', '沟通坦诚度', '社会联结感', '开放性')",0.10124232113698499,0.6237464123480851,0.09455012446809707,0.7675846307684933,0.703670404229829,477.4817989417196
文化保持×文化接触×沟通坦诚度×来港时长,"('文化保持', '文化接触', '沟通坦诚度', '来港时长')",0.17144711374420607,0.6240053906060921,0.0652983228141264,0.7383328291145226,0.6663743571210163,489.6921606041924
家庭支持×家庭沟通频率×社会联结感×来港时长,"('家庭支持', '家庭沟通频率', '社会联结感', '来港时长')",0.21010319740369715,0.6311637293219495,0.05064297601841994,0.7236774823188161,0.6476887899564906,495.30518368976084
社会保持×社会接触×家庭沟通频率×自主权,"('社会保持', '社会接触', '家庭沟通频率', '自主权')",0.07421127096243896,0.6410589072514821,0.06344268547599874,0.7364771917763949,0.6640084195149035,490.42001699442625
社会保持×社会接触×家庭沟通频率×来港时长,"('社会保持', '社会接触', '家庭沟通频率', '来港时长')",0.2402330349483771,0.6468712884034178,0.06073426329017928,0.7337687695905755,0.6605551812279837,491.4732224273257
社会保持×社会接触×家庭支持×来港时长,"('社会保持', '社会接触', '家庭支持', '来港时长')",-0.1099894884198232,0.6469255276256507,0.05263852550011572,0.7256730318005119,0.6502331155456527,494.5586380134036
文化保持×文化接触×沟通坦诚度×开放性,"('文化保持', '文化接触', '沟通坦诚度', '开放性')",-0.13093491872901286,0.6511671757821771,0.04380960714741988,0.7168441134478161,0.6389762446459655,497.821355861487
文化保持×社会保持×沟通坦诚度×自主权,"('文化保持', '社会保持', '沟通坦诚度', '自主权')",0.08862927531082487,0.6513799582772025,0.027990845575810996,0.7010253518762072,0.6188073236421642,503.4205593636351
家庭支持×家庭沟通频率×自主权×社会联结感,"('家庭支持', '家庭沟通频率', '自主权', '社会联结感')",-0.06538456632560849,0.6519579211234434,0.07923478369490589,0.7522692899953021,0.6841433447440102,484.05486280312795
家庭沟通频率×自主权×社会联结感×开放性,"('家庭沟通频率', '自主权', '社会联结感', '开放性')",0.13047888078639044,0.6528968367154178,0.05996585170633861,0.7330003580067348,0.659575456458587,491.7700786373374
文化保持×社会保持×文化接触×家庭支持,"('文化保持', '社会保持', '文化接触', '家庭支持')",-0.08265532608499743,0.6536795872178774,0.03138691696567664,0.7044214232660728,0.6231373146642429,502.2438803286228
文化保持×社会保持×社会接触×家庭沟通频率,"('文化保持', '社会保持', '社会接触', '家庭沟通频率')",0.08834946905317081,0.6540766678610318,0.03583795733699535,0.7088724636373915,0.6288123911376742,500.6810332956993
社会保持×家庭支持×自主权×社会联结感,"('社会保持', '家庭支持', '自主权', '社会联结感')",0.0786124439145729,0.6662499304759021,0.06043888051391755,0.7334733868143137,0.66017856818825,491.5874372791135
文化保持×社会保持×社会接触×开放性,"('文化保持', '社会保持', '社会接触', '开放性')",0.08203754908705085,0.6733634403892444,0.043559922527392825,0.716594428827789,0.638657896755431,497.91214042572824
社会保持×文化接触×自主权×开放性,"('社会保持', '文化接触', '自主权', '开放性')",-0.19321676366794777,0.674044699955231,0.05304816707881099,0.7260826733792072,0.6507554085584892,494.40471724904273
社会保持×自主权×社会联结感×开放性,"('社会保持', '自主权', '社会联结感', '开放性')",-0.13431185738874585,0.6748259723560066,0.03840176302006504,0.7114362693204612,0.6320812433835881,499.76994933714934
社会接触×家庭沟通频率×自主权×来港时长,"('社会接触', '家庭沟通频率', '自主权', '来港时长')",-0.16556484344371908,0.6803013414333473,0.07125503663815036,0.7442895429385465,0.6739691672466468,487.3203199897197
文化保持×文化接触×家庭支持×家庭沟通频率,"('文化保持', '文化接触', '家庭支持', '家庭沟通频率')",-0.07146238188661475,0.6820250979644843,0.060142078149171274,0.7331765844495675,0.6598001451731985,491.7020736157684
文化保持×文化接触×家庭沟通频率×自主权,"('文化保持', '文化接触', '家庭沟通频率', '自主权')",0.07387102776153107,0.6841025079623437,0.059445368341908944,0.7324798746423051,0.6589118401689391,491.97066917394443
文化保持×家庭支持×沟通坦诚度×开放性,"('文化保持', '家庭支持', '沟通坦诚度', '开放性')",-0.1152920603271154,0.6861896978496506,0.03254701026823914,0.7055815165686353,0.6246164336250101,501.83882826235754
文化保持×沟通坦诚度×自主权×社会联结感,"('文化保持', '沟通坦诚度', '自主权', '社会联结感')",-0.06290038343335336,0.6871138005952823,0.05921094461939558,0.7322454509197918,0.6586129499227344,492.0608869485401
家庭沟通频率×社会联结感×开放性×来港时长,"('家庭沟通频率', '社会联结感', '开放性', '来港时长')",0.22988680266399167,0.6874323049428481,0.039595703407300675,0.7126302097076969,0.6336035173773136,499.3428999240746
文化保持×家庭支持×自主权×社会联结感,"('文化保持', '家庭支持', '自主权', '社会联结感')",0.06273982163212062,0.6886192933954421,0.06879007586960095,0.7418245821699971,0.6708263422667464,488.3084495289892
家庭支持×自主权×社会联结感×开放性,"('家庭支持', '自主权', '社会联结感', '开放性')",0.11777251404226025,0.6968538251420818,0.03312702577306603,0.7061615320734622,0.6253559533936643,501.63571424485525
文化接触×社会接触×家庭沟通频率×自主权,"('文化接触', '社会接触', '家庭沟通频率', '自主权')",0.06634156021204918,0.6978046494764953,0.08134709516330751,0.7543816014637037,0.6868365418662222,483.1728528553188
文化保持×文化接触×社会接触×家庭沟通频率,"('文化保持', '文化接触', '社会接触', '家庭沟通频率')",0.08070566757304587,0.6994177942342928,0.055778197731014334,0.7288127040314105,0.6542361976400484,493.37300518279744
社会保持×家庭沟通频率×社会联结感×来港时长,"('社会保持', '家庭沟通频率', '社会联结感', '来港时长')",0.13732997551339543,0.7080350421096815,0.03616715750775823,0.7092016638081544,0.6292321213553969,500.56449741783285
社会接触×家庭沟通频率×沟通坦诚度×社会联结感,"('社会接触', '家庭沟通频率', '沟通坦诚度', '社会联结感')",-0.0594577423627039,0.7090369447498307,0.028582532422833706,0.7016170387232299,0.6195617243721181,503.2165148709728
文化保持×社会保持×家庭沟通频率×来港时长,"('文化保持', '社会保持', '家庭沟通频率', '来港时长')",-0.1355908173166811,0.7131556656976901,0.034547712056683055,0.7075822183570792,0.6271673284052761,501.13650942183716
文化接触×沟通坦诚度×自主权×来港时长,"('文化接触', '沟通坦诚度', '自主权', '来港时长')",-0.13902551057298906,0.7151165284200637,0.08175296341573646,0.7547874697161326,0.6873540238880691,483.00251135043936
文化保持×社会接触×社会联结感×开放性,"('文化保持', '社会接触', '社会联结感', '开放性')",0.08912113667555688,0.7182894332964275,0.04434385135210106,0.7173783576524972,0.639657406006934,497.62683710941155
文化保持×社会保持×社会接触×来港时长,"('文化保持', '社会保持', '社会接触', '来港时长')",-0.13419446315711675,0.7202138422221825,0.07702849040128001,0.7500629967016762,0.6813303207946372,484.9681215577291
文化接触×家庭支持×自主权×开放性,"('文化接触', '家庭支持', '自主权', '开放性')",0.12266084217402207,0.7252599482290885,0.04253165955248839,0.7155661658528846,0.6373468614624278,498.28517266402775
文化保持×社会保持×文化接触×沟通坦诚度,"('文化保持', '社会保持', '文化接触', '沟通坦诚度')",0.06796971149887696,0.7325042474454384,0.04845607442229083,0.721490580722687,0.6449004904214259,496.11714859623817
文化保持×家庭支持×开放性×来港时长,"('文化保持', '家庭支持', '开放性', '来港时长')",0.21332514270743497,0.7327168597703694,0.05055257056232376,0.72358707686272,0.647573522999968,495.3388770677253
文化保持×社会保持×家庭支持×开放性,"('文化保持', '社会保持', '家庭支持', '开放性')",-0.1095562971733478,0.7362254262104451,0.029356078873703506,0.7023905851740997,0.6205479960969771,502.94914457439137
社会保持×家庭支持×社会联结感×开放性,"('社会保持', '家庭支持', '社会联结感', '开放性')",0.09129624512562975,0.7369883720297078,0.030307756557410137,0.7033422628578063,0.6217613851437032,502.6192495603625
社会保持×文化接触×沟通坦诚度×来港时长,"('社会保持', '文化接触', '沟通坦诚度', '来港时长')",0.11089935038160287,0.7373751154994205,0.07275826367625593,0.7457927699766521,0.6758857817202315,486.71303439293877
家庭沟通频率×自主权×开放性×来港时长,"('家庭沟通频率', '自主权', '开放性', '来港时长')",0.17047319085603646,0.738041238048081,0.05551000148306717,0.7285445077834634,0.6538942474239158,493.47481881190777
文化接触×家庭支持×沟通坦诚度×来港时长,"('文化接触', '家庭支持', '沟通坦诚度', '来港时长')",-0.11835039327610891,0.7424512120012298,0.07048151780693335,0.7435160241073295,0.6729829307368451,487.631422551792
社会保持×家庭沟通频率×沟通坦诚度×开放性,"('社会保持', '家庭沟通频率', '沟通坦诚度', '开放性')",0.08438900509132335,0.7459390081796131,0.03267838729397865,0.7057128935943748,0.6247839393328279,501.79285678150393
文化接触×家庭支持×家庭沟通频率×沟通坦诚度,"('文化接触', '家庭支持', '家庭沟通频率', '沟通坦诚度')",-0.044254880862637805,0.7490851830850678,0.05817423376366371,0.7312087400640599,0.6572911435816764,492.4589195087842
社会保持×沟通坦诚度×社会联结感×来港时长,"('社会保持', '沟通坦诚度', '社会联结感', '来港时长')",0.10717478541774333,0.7499880304982932,0.0452294044824505,0.7182639107828467,0.6407864862481296,497.3035951577743
文化接触×沟通坦诚度×开放性×来港时长,"('文化接触', '沟通坦诚度', '开放性', '来港时长')",-0.1306473139907195,0.7602475035828121,0.05752357999043989,0.7305580862908361,0.656461560020816,492.707946787552
文化保持×文化接触×沟通坦诚度×自主权,"('文化保持', '文化接触', '沟通坦诚度', '自主权')",0.05439903257025336,0.7608542050737458,0.03967797202628187,0.7127124783266781,0.6337084098665146,499.31340872075566
社会保持×文化接触×家庭支持×开放性,"('社会保持', '文化接触', '家庭支持', '开放性')",-0.09909374013433223,0.7632993587319868,0.03384651465869082,0.706881020959087,0.6262733017228359,501.38320056530506
文化接触×家庭沟通频率×自主权×社会联结感,"('文化接触', '家庭沟通频率', '自主权', '社会联结感')",-0.044726439012896246,0.7642871383159758,0.07359790031464053,0.7466324066150367,0.6769563184341718,486.37226629866166
文化保持×家庭沟通频率×沟通坦诚度×开放性,"('文化保持', '家庭沟通频率', '沟通坦诚度', '开放性')",-0.0732756799053304,0.7644030285787982,0.04603142517866732,0.7190659314790635,0.641809062635806,497.0099659808229
社会保持×沟通坦诚度×自主权×社会联结感,"('社会保持', '沟通坦诚度', '自主权', '社会联结感')",0.04610004651214267,0.7692842819020485,0.05344982605415005,0.7264843323545462,0.6512675237520464,494.2535722420116
文化接触×社会接触×家庭沟通频率×沟通坦诚度,"('文化接触', '社会接触', '家庭沟通频率', '沟通坦诚度')",-0.04419033385833501,0.7737112495293829,0.05065988736665483,0.723694393667051,0.6477103519254901,495.29887974396786
文化接触×沟通坦诚度×自主权×社会联结感,"('文化接触', '沟通坦诚度', '自主权', '社会联结感')",0.04610422225122693,0.7749704008888548,0.04796006026336741,0.7209945665637636,0.6442680723687986,496.30042432997084
文化接触×家庭沟通频率×沟通坦诚度×来港时长,"('文化接触', '家庭沟通频率', '沟通坦诚度', '来港时长')",0.087101309489145,0.7753132313830688,0.05985380559322373,0.7328883118936199,0.6594325976643653,491.8132934098755
社会接触×家庭支持×家庭沟通频率×来港时长,"('社会接触', '家庭支持', '家庭沟通频率', '来港时长')",-0.1672650084270113,0.7772622581792925,0.05026981949071907,0.7233043257911153,0.6472130153836719,495.444185005631
社会接触×沟通坦诚度×自主权×来港时长,"('社会接触', '沟通坦诚度', '自主权', '来港时长')",0.12214637183203786,0.7809203747371161,0.07400361877440709,0.7470381250748033,0.6774736094703742,486.20719982350965
文化保持×文化接触×家庭沟通频率×开放性,"('文化保持', '文化接触', '家庭沟通频率', '开放性')",-0.13768818378083486,0.784993421965966,0.05522000499965296,0.7282545113000491,0.6535245019075626,493.5847951988393
沟通坦诚度×社会联结感×开放性×来港时长,"('沟通坦诚度', '社会联结感', '开放性', '来港时长')",0.13793864439253442,0.7866900258881725,0.053871785021890606,0.7269062913222868,0.6518055214359157,494.09454905582754
家庭支持×家庭沟通频率×社会联结感×开放性,"('家庭支持', '家庭沟通频率', '社会联结感', '开放性')",-0.06305904019690056,0.7914263750746399,0.0565166120468662,0.7295511183472624,0.6551776758927595,493.092164556581
社会保持×文化接触×开放性×来港时长,"('社会保持', '文化接触', '开放性', '来港时长')",0.13895349922766198,0.7952175589700332,0.04380075423569374,0.7168352605360899,0.6389649571835148,497.82457612176347
文化接触×社会联结感×开放性×来港时长,"('文化接触', '社会联结感', '开放性', '来港时长')",0.1688826359941411,0.7975409020666372,0.046008559698521356,0.7190430659989175,0.6417799091486198,497.0183489036523
文化保持×社会保持×文化接触×来港时长,"('文化保持', '社会保持', '文化接触', '来港时长')",0.10156673275185601,0.8061130500732793,0.040068705482026123,0.7131032117824223,0.6342065950225885,499.17322532855655
社会保持×社会联结感×开放性×来港时长,"('社会保持', '社会联结感', '开放性', '来港时长')",0.1427828935371902,0.8070333807733682,0.027716624562848402,0.7007511308632446,0.6184576918506368,503.5149881699207
文化接触×社会接触×开放性×来港时长,"('文化接触', '社会接触', '开放性', '来港时长')",-0.09424991776962566,0.8106995905846569,0.08066986006688792,0.7537043663672841,0.6859730671182873,483.4564603738724
社会保持×社会接触×沟通坦诚度×来港时长,"('社会保持', '社会接触', '沟通坦诚度', '来港时长')",0.12458817278372014,0.812381947107256,0.048075794711086806,0.721110301011483,0.6444156337896408,496.25768996075595
文化保持×文化接触×家庭支持×开放性,"('文化保持', '文化接触', '家庭支持', '开放性')",-0.05247851028107753,0.8146019014273161,0.04120099768750163,0.7142355039878978,0.6356502675845697,498.7659121318751
文化保持×家庭沟通频率×沟通坦诚度×来港时长,"('文化保持', '家庭沟通频率', '沟通坦诚度', '来港时长')",0.06696319178170873,0.8185766071400695,0.03692064207365764,0.7099551483740538,0.6301928141769186,500.29726882516394
文化接触×社会接触×家庭沟通频率×开放性,"('文化接触', '社会接触', '家庭沟通频率', '开放性')",0.04633931104152118,0.833411165482204,0.06807221670186281,0.741106723002259,0.6699110718278802,488.59444457189727
文化保持×文化接触×社会联结感×开放性,"('文化保持', '文化接触', '社会联结感', '开放性')",-0.04421660450371889,0.8347810344171733,0.03534486769573997,0.7083793739961362,0.6281837018450735,500.85533927708207
文化接触×家庭沟通频率×沟通坦诚度×社会联结感,"('文化接触', '家庭沟通频率', '沟通坦诚度', '社会联结感')",0.025806384630102236,0.8403294453499345,0.05771929830083722,0.7307538046012334,0.6567111008665727,492.6331020433778
文化接触×家庭沟通频率×自主权×来港时长,"('文化接触', '家庭沟通频率', '自主权', '来港时长')",-0.09531728202426737,0.8426968240202427,0.0688216261487653,0.7418561324491615,0.6708665688726809,488.29586166388333
文化接触×社会接触×家庭支持×来港时长,"('文化接触', '社会接触', '家庭支持', '来港时长')",0.0728305088217954,0.8622191560952386,0.068864908750077,0.7418994150504732,0.6709217541893533,488.2785903579197
文化保持×社会接触×开放性×来港时长,"('文化保持', '社会接触', '开放性', '来港时长')",-0.09085250489342467,0.8650951168905614,0.07538652944280799,0.7484210357432042,0.6792368205725854,485.6425670148752
文化保持×文化接触×家庭支持×沟通坦诚度,"('文化保持', '文化接触', '家庭支持', '沟通坦诚度')",-0.025238762604374715,0.8686730641526513,0.04556480735320234,0.7185993136535985,0.6412141249083381,497.18090205275433
文化保持×社会接触×家庭沟通频率×来港时长,"('文化保持', '社会接触', '家庭沟通频率', '来港时长')",-0.14430994383664697,0.8698592015053125,0.06284775218956384,0.73588225848996,0.663249879574699,490.65228934158415
社会保持×自主权×社会联结感×来港时长,"('社会保持', '自主权', '社会联结感', '来港时长')",-0.08135992587938179,0.8699640116658786,0.04030129090735257,0.7133357972077488,0.6345031414398796,499.0896900097421
文化接触×社会接触×自主权×来港时长,"('文化接触', '社会接触', '自主权', '来港时长')",-0.10453204809311423,0.8723051341085083,0.09548672347048415,0.7685212297708803,0.7048645679578724,477.06588582654547
沟通坦诚度×自主权×社会联结感×开放性,"('沟通坦诚度', '自主权', '社会联结感', '开放性')",-0.047947079649469426,0.8757379454507271,0.06015852052243931,0.7331930268228355,0.6598211091991153,491.6957262844211
家庭支持×沟通坦诚度×开放性×来港时长,"('家庭支持', '沟通坦诚度', '开放性', '来港时长')",-0.052128586957053996,0.8807551400116603,0.07054499103353185,0.743579497333928,0.6730638591007583,487.60592953059086
社会保持×文化接触×社会接触×家庭沟通频率,"('社会保持', '文化接触', '社会接触', '家庭沟通频率')",0.028793467933582326,0.8842384486350827,0.05764092552084599,0.7306754318212422,0.6566111755720838,492.6630791492364
社会接触×家庭支持×沟通坦诚度×自主权,"('社会接触', '家庭支持', '沟通坦诚度', '自主权')",0.019944423655172974,0.8867480628347169,0.0719893443816989,0.7450238506820951,0.6749054096196713,487.02411582550144
沟通坦诚度×自主权×开放性×来港时长,"('沟通坦诚度', '自主权', '开放性', '来港时长')",0.06213624801482631,0.889670103761485,0.06436308685428194,0.7373975931546781,0.6651819312722147,490.0596410384459
文化保持×社会保持×社会接触×自主权,"('文化保持', '社会保持', '社会接触', '自主权')",-0.02175876851358527,0.8920719603215926,0.04924815111312575,0.7222826574135219,0.6459103882022406,495.82380077518513
社会保持×文化接触×家庭支持×沟通坦诚度,"('社会保持', '文化接触', '家庭支持', '沟通坦诚度')",0.021832694383472295,0.8926865247981817,0.040120867476128086,0.7131553737765243,0.6342731015650684,499.1544967331577
文化保持×家庭支持×家庭沟通频率×开放性,"('文化保持', '家庭支持', '家庭沟通频率', '开放性')",-0.04257977908155067,0.892765196498265,0.05295452205201179,0.725989028352408,0.6506360111493201,494.4399241835439
文化保持×家庭沟通频率×沟通坦诚度×自主权,"('文化保持', '家庭沟通频率', '沟通坦诚度', '自主权')",0.021819149379211034,0.8930242876624325,0.043179453362084175,0.7162139596624804,0.6381727985696625,498.0503241686094
文化保持×社会保持×沟通坦诚度×开放性,"('文化保持', '社会保持', '沟通坦诚度', '开放性')",-0.03775104736617729,0.8931352695473542,0.039903955413060244,0.7129384617134564,0.633996538684657,499.23235595454776
社会保持×文化接触×沟通坦诚度×社会联结感,"('社会保持', '文化接触', '沟通坦诚度', '社会联结感')",0.01662570543664943,0.8963344868037458,0.06201352801607962,0.7350480343164758,0.6621862437535067,490.9771053721007
社会接触×家庭沟通频率×沟通坦诚度×开放性,"('社会接触', '家庭沟通频率', '沟通坦诚度', '开放性')",0.031156105941369472,0.9008848908866013,0.058075123568431364,0.7311096298688275,0.6571647780827552,492.4968912364896
文化接触×家庭沟通频率×自主权×开放性,"('文化接触', '家庭沟通频率', '自主权', '开放性')",-0.039754776269252945,0.9012322083136453,0.07396436550678187,0.746998871807178,0.6774235615541521,486.2231815713789
文化保持×文化接触×自主权×开放性,"('文化保持', '文化接触', '自主权', '开放性')",0.031273814950219705,0.905345829107486,0.04736202385438126,0.7203965301547774,0.6435055759473413,496.5209642221818
社会保持×自主权×开放性×来港时长,"('社会保持', '自主权', '开放性', '来港时长')",-0.05845381936360433,0.9085300927884428,0.038306666650684607,0.7113411729510808,0.631959995512628,499.8038874637996
文化保持×文化接触×家庭沟通频率×沟通坦诚度,"('文化保持', '文化接触', '家庭沟通频率', '沟通坦诚度')",-0.01646086195702129,0.9091525762589865,0.04685448103530088,0.7198889873356971,0.6428584588530137,496.7077627643936
社会保持×文化接触×沟通坦诚度×开放性,"('社会保持', '文化接触', '沟通坦诚度', '开放性')",0.04260606178129901,0.9112439589768044,0.05958169820892789,0.7326162045093241,0.6590856607493882,491.91816637462034
文化接触×家庭支持×家庭沟通频率×开放性,"('文化接触', '家庭支持', '家庭沟通频率', '开放性')",0.038869390747134136,0.917963858992419,0.07461693291309834,0.7476514392134945,0.6782555849972056,485.95716981090266
文化接触×家庭沟通频率×开放性×来港时长,"('文化接触', '家庭沟通频率', '开放性', '来港时长')",-0.04116878986093653,0.9415630735056427,0.050316875243564874,0.7233513815439611,0.6472730114685503,495.42666700600927
文化保持×社会保持×文化接触×自主权,"('文化保持', '社会保持', '文化接触', '自主权')",0.014102287372462441,0.9419603128832194,0.04066266023378484,0.713697166534181,0.6349638873310808,498.95976614605576
文化保持×社会保持×社会联结感×来港时长,"('文化保持', '社会保持', '社会联结感', '来港时长')",-0.030324674687404185,0.9427911707602668,0.04441839408783965,0.7174529003882358,0.6397524479950008,497.59966681050594
社会保持×社会接触×社会联结感×开放性,"('社会保持', '社会接触', '社会联结感', '开放性')",-0.022120246665021326,0.9438575166914355,0.030846596072998222,0.7038811023733944,0.6224484055260779,502.43199357847357
文化保持×沟通坦诚度×社会联结感×开放性,"('文化保持', '沟通坦诚度', '社会联结感', '开放性')",0.015088135776497535,0.9449938735377654,0.04699758884723748,0.7200320951476337,0.6430409213132329,496.6551269500851
文化保持×文化接触×沟通坦诚度×社会联结感,"('文化保持', '文化接触', '沟通坦诚度', '社会联结感')",0.009073296959685617,0.9493818662042106,0.04923995935296688,0.7222744656533631,0.6458999437080379,495.82683889604857
文化保持×社会接触×家庭沟通频率×自主权,"('文化保持', '社会接触', '家庭沟通频率', '自主权')",-0.008606839203853592,0.9610198644230322,0.06006942466273535,0.7331039309631315,0.6597075119779927,491.7301157216508
文化保持×文化接触×社会接触×家庭支持,"('文化保持', '文化接触', '社会接触', '家庭支持')",0.008578343805839106,0.96835965556507,0.07151391901960624,0.7445484253200024,0.6742992422830032,487.2159895194812
文化接触×社会接触×家庭沟通频率×来港时长,"('文化接触', '社会接触', '家庭沟通频率', '来港时长')",-0.018790223996186795,0.9684859996234076,0.06633502799816116,0.7393695342985573,0.6676961562306607,489.2832720061691
文化接触×沟通坦诚度×社会联结感×来港时长,"('文化接触', '沟通坦诚度', '社会联结感', '来港时长')",0.013604141480363624,0.9713213644461852,0.06919270762949692,0.7422272139298931,0.6713396977606138,488.1476927732755
家庭沟通频率×沟通坦诚度×社会联结感×开放性,"('家庭沟通频率', '沟通坦诚度', '社会联结感', '开放性')",0.005622204933648303,0.9782645407277957,0.0595554297088865,0.7325899360092827,0.6590521684118354,491.9282848733968
文化接触×社会接触×沟通坦诚度×开放性,"('文化接触', '社会接触', '沟通坦诚度', '开放性')",0.005777282018107184,0.9803083686234098,0.06054207955094082,0.733576585851337,0.6603101469604546,491.5475479821773
文化接触×社会接触×家庭支持×家庭沟通频率,"('文化接触', '社会接触', '家庭支持', '家庭沟通频率')",-0.00268418104193921,0.9869448689936693,0.07922922514160358,0.7522637314419998,0.6841362575885497,484.05717387940524
